name,chunk,entry_addr,size_bytes,size_source,n_calls_in,n_calls_out,far_calls,int_count,port_io,mem_writes,loops,has_placeholder_name,category,skip_reason,covered_by_oracle
restore_scroll_pixels,203GFCGA,,45,estimated,2,1,0,0,0,1,0,False,A,trivial_regression,no
save_background_pixels,203GFCGA,,63,estimated,3,0,0,0,0,0,1,False,A,trivial_regression,no
restore_background_pixels,203GFCGA,,51,estimated,3,0,0,0,0,0,1,False,A,trivial_regression,no
scroll_pos_load,203GFCGA,,333,estimated,1,5,0,0,0,1,5,False,C,deep_stubbing,no
bg_tile_restore_3x3,203GFCGA,,114,estimated,1,1,0,0,0,1,2,False,C,mid_complex,no
bg_col_blit_row,203GFCGA,0x1226,168,lst,0,4,0,0,0,0,0,False,C,deep_stubbing,no
col_write_inner,203GFCGA,,90,estimated,2,4,0,0,0,0,1,False,C,deep_stubbing,no
cga_clear_2rows,203GFCGA,0x12CE,17,lst,2,0,0,0,0,0,0,False,A,trivial_regression,no
row_ofs_advance,203GFCGA,0x12DF,33,lst,4,0,0,0,0,0,0,False,A,trivial_regression,no
cga_inner_fade,203GFCGA,0x1330,122,lst,0,4,0,0,0,0,1,False,C,deep_stubbing,no
cga_fade_blit,203GFCGA,0x13AA,146,lst,1,4,0,0,0,0,1,False,C,deep_stubbing,no
cga_fill_bit_range_wide,203GFCGA,0x143C,199,lst,2,1,0,0,0,0,1,False,C,mid_complex,no
cga_row_addr_calc,203GFCGA,0x1503,18,lst,2,0,0,0,0,0,0,False,A,trivial_regression,no
frame_wait_loop,203GFCGA,0x1515,51,lst,3,0,5,0,0,1,0,False,D,driver_or_dos,no
hud_clear,203GFCGA,0x1548,58,lst,0,0,0,0,0,0,3,False,A,trivial_regression,no
wrap_scroll_si_low,203GFCGA,,18,estimated,49,0,0,0,0,0,0,False,A,trivial_regression,no
cga_plane_mask_2bit,203GFCGA,0x16D3,30,lst,1,0,0,0,0,0,1,False,A,trivial_regression,no
bg_tile_blit_inner,203GFCGA,0x171D,53,lst,0,1,0,0,0,0,1,False,A,trivial_regression,no
cga_plane_mask_combine,203GFCGA,0x1752,41,lst,1,0,1,0,0,0,1,False,A,trivial_regression,no
cga_nibble_mask_advance,203GFCGA,0x1EDD,45,lst,0,0,0,0,0,0,1,False,A,trivial_regression,no
cga_nibble_mask_alt,203GFCGA,0x1F1A,34,lst,0,0,0,0,0,0,1,False,A,trivial_regression,no
run_gfhgc_main,204GFHGC,,282,estimated,0,7,0,0,0,2,3,False,C,deep_stubbing,no
sprite_state_update,204GFHGC,0x0136,76,lst,5,1,0,0,0,1,0,False,C,mid_complex,no
hgc_plane_or_blit,204GFHGC,0x027E,169,lst,1,0,0,0,0,0,3,False,C,mid_complex,no
sprite_slot_remove,204GFHGC,0x0327,61,lst,5,4,0,0,0,1,0,False,C,deep_stubbing,no
sprite_slot_init,204GFHGC,0x0364,68,lst,6,3,0,0,0,0,0,False,C,deep_stubbing,no
sprite_blit_dispatch,204GFHGC,0x03A8,627,lst,5,3,0,0,0,1,0,False,C,deep_stubbing,no
sprite_wide_row_render,204GFHGC,,558,estimated,5,17,0,0,0,0,0,False,D,driver_or_dos,no
sprite_pair_blit,204GFHGC,,84,estimated,3,3,0,0,0,0,0,False,C,deep_stubbing,no
hgc_sprite_blit,204GFHGC,,171,estimated,6,4,0,0,0,0,0,False,C,deep_stubbing,no
merge_sprite_into_cache,204GFHGC,,39,estimated,1,1,0,0,0,0,0,False,A,trivial_regression,no
mask_blit_into_sprite_cache,204GFHGC,,39,estimated,1,1,0,0,0,0,1,False,A,trivial_regression,no
plane_copy_process,204GFHGC,0x0649,11,lst,1,1,0,0,0,0,1,False,A,trivial_regression,no
hgc_extract_4bits,204GFHGC,0x0654,93,lst,2,0,0,0,0,0,0,False,C,mid_complex,no
plane_scan_blit,204GFHGC,0x06B1,25,lst,3,0,0,0,0,0,1,False,A,trivial_regression,no
copy_8words,204GFHGC,0x06CA,6,lst,1,0,0,0,0,0,1,False,A,trivial_regression,no
clear_8words,204GFHGC,,12,estimated,0,0,0,0,0,0,1,False,A,trivial_regression,no
decode_char_glyph,204GFHGC,,12,estimated,7,0,0,0,0,0,0,False,A,trivial_regression,no
sprite_src_setup,204GFHGC,0x06DF,81,lst,28,0,0,0,0,0,0,False,C,mid_complex,no
check_spawn_projectile,204GFHGC,0x0730,118,lst,1,0,4,0,0,0,0,False,D,driver_or_dos,no
sprite_write_range,204GFHGC,0x0C87,66,lst,0,1,0,0,0,0,1,False,C,mid_complex,no
get_step_direction,204GFHGC,0x0CC9,18,lst,0,0,0,0,0,0,0,False,A,trivial_regression,no
build_sprite_refs,204GFHGC,0x0D6F,47,lst,0,2,0,0,0,0,1,False,A,trivial_regression,no
render_frame_rows,204GFHGC,,495,estimated,4,2,0,0,0,3,0,False,C,mid_complex,no
dispatch_background_restore,204GFHGC,,45,estimated,1,1,0,0,0,1,0,False,A,trivial_regression,no
save_bg_rows,204GFHGC,,63,estimated,1,0,0,0,0,0,1,False,A,trivial_regression,no
restore_bg_rows,204GFHGC,,90,estimated,1,0,0,0,0,0,1,False,C,mid_complex,no
clear_sprite_cache_block,204GFHGC,,321,estimated,1,5,0,0,0,1,5,False,C,deep_stubbing,no
load_bg_to_cache,204GFHGC,,126,estimated,1,1,0,0,0,1,2,False,C,mid_complex,no
anim_refresh_tile,204GFHGC,0x1156,200,lst,0,4,0,0,0,0,0,False,C,deep_stubbing,no
hgc_write_row_masked,204GFHGC,,123,estimated,2,5,0,0,0,0,1,False,C,deep_stubbing,no
hgc_clear_row_masked,204GFHGC,0x121E,58,lst,2,2,0,0,0,0,0,False,A,trivial_regression,no
set_pixel_stride_offset,204GFHGC,0x1258,11,lst,4,0,0,0,0,0,0,False,A,trivial_regression,no
fade_radius_loop,204GFHGC,0x1293,122,lst,2,4,0,0,0,0,1,False,C,deep_stubbing,no
hgc_fade_blit,204GFHGC,0x130D,152,lst,1,4,0,0,0,0,1,False,C,deep_stubbing,no
hgc_fill_bit_range_wide,204GFHGC,0x13A5,199,lst,2,1,0,0,0,0,1,False,C,mid_complex,no
hgc_row_addr_calc,204GFHGC,0x146C,13,lst,2,1,0,0,0,0,0,False,A,trivial_regression,no
frame_wait_loop,204GFHGC,0x1479,51,lst,3,0,5,0,0,1,0,False,D,driver_or_dos,no
hgc_xor_fill_region,204GFHGC,0x14AC,60,lst,0,0,0,0,0,0,3,False,A,trivial_regression,no
wrap_scroll_si_low,204GFHGC,,18,estimated,49,0,0,0,0,0,0,False,A,trivial_regression,no
wrap_scroll_si_high,204GFHGC,,18,estimated,0,0,0,0,0,0,0,False,A,trivial_regression,no
hgc_fade_blit_entry,204GFHGC,0x1675,54,lst,0,1,0,0,0,0,1,False,A,trivial_regression,no
rol_extract_loop,204GFHGC,0x16AB,41,lst,1,0,1,0,0,0,1,False,A,trivial_regression,no
shift_extract_loop,204GFHGC,0x1AA5,39,lst,0,0,0,0,0,0,1,False,A,trivial_regression,no
hgc_pixel_addr_calc,204GFHGC,0x1DCC,38,lst,5,0,0,0,0,0,0,False,A,trivial_regression,no
rotate_plane_pair_loop,204GFHGC,,48,estimated,0,0,0,0,0,0,1,False,A,trivial_regression,no
dispatch_shape_fill,204GFHGC,0x1E95,34,lst,0,0,0,0,0,0,1,False,A,trivial_regression,no
run_gftga_main,205GFTGA,,282,estimated,0,8,0,0,0,2,3,False,D,driver_or_dos,no
sprite_state_update,205GFTGA,0x0128,78,lst,5,1,0,0,0,1,0,False,C,mid_complex,no
tga_sprite_blit,205GFTGA,0x0272,452,lst,1,0,0,0,0,0,1,False,C,mid_complex,no
sprite_slot_remove,205GFTGA,0x0436,61,lst,5,4,0,0,0,1,0,False,C,deep_stubbing,no
sprite_slot_init,205GFTGA,0x0473,70,lst,6,3,0,0,0,0,0,False,C,deep_stubbing,no
sprite_blit_dispatch,205GFTGA,0x04B9,608,lst,5,3,0,0,0,1,0,False,C,deep_stubbing,no
sprite_wide_row_render,205GFTGA,,531,estimated,5,17,0,0,0,0,0,False,D,driver_or_dos,no
step_sprite_pos_pair,205GFTGA,,81,estimated,12,3,0,0,0,0,0,False,C,deep_stubbing,no
sprite_cell_render,205GFTGA,,177,estimated,22,4,0,0,0,0,0,False,C,deep_stubbing,no
tga_sprite_render_blended,205GFTGA,0x0719,68,lst,1,1,0,0,0,0,0,False,C,mid_complex,no
tile_blend_inner_loop,205GFTGA,,63,estimated,1,4,0,0,0,0,1,False,C,deep_stubbing,no
tga_sprite_inner_blit,205GFTGA,0x075D,16,lst,1,2,0,0,0,0,1,False,A,trivial_regression,no
color_nibble_expand,205GFTGA,0x076D,93,lst,4,0,0,0,0,0,0,False,C,mid_complex,no
tga_blit_2bytes_8rows,205GFTGA,0x07CA,115,lst,3,0,0,0,0,0,0,False,C,mid_complex,no
copy_16words,205GFTGA,0x083D,6,lst,1,0,0,0,0,0,1,False,A,trivial_regression,no
fill_16words_zero,205GFTGA,0x0843,8,lst,0,0,0,0,0,0,1,False,A,trivial_regression,no
sprite_get_value,205GFTGA,0x084B,7,lst,26,0,0,0,0,0,0,False,A,trivial_regression,no
sprite_src_setup,205GFTGA,0x0852,81,lst,28,0,0,0,0,0,0,False,C,mid_complex,no
projectile_spawn_check,205GFTGA,0x08A3,118,lst,4,0,4,0,0,0,0,False,D,driver_or_dos,no
tga_sprite_render_solid,205GFTGA,0x0E2B,70,lst,0,1,0,0,0,0,1,False,C,mid_complex,no
hero_tier_get,205GFTGA,0x0E71,18,lst,0,0,0,0,0,0,0,False,A,trivial_regression,no
render_frame_rows,205GFTGA,,396,estimated,4,2,0,0,0,3,0,False,C,mid_complex,no
restore_background_pixels,205GFTGA,,45,estimated,3,1,0,0,0,1,0,False,A,trivial_regression,no
save_background_pixels,205GFTGA,,63,estimated,3,0,0,0,0,0,2,False,A,trivial_regression,no
restore_background_pixels_impl,205GFTGA,,51,estimated,2,0,0,0,0,0,2,False,A,trivial_regression,no
scroll_cache_invalidate,205GFTGA,,333,estimated,2,6,0,0,0,1,5,False,C,deep_stubbing,no
tga_plane_decode,205GFTGA,0x11D3,149,lst,2,0,0,0,0,0,0,False,C,mid_complex,no
hero_sprite_col_blit,205GFTGA,0x127E,63,lst,2,1,0,0,0,1,2,False,A,trivial_regression,no
tga_tile_anim_update,205GFTGA,0x1362,175,lst,0,4,0,0,0,0,0,False,C,deep_stubbing,no
tile_blend_row_pair,205GFTGA,,90,estimated,2,4,0,0,0,0,1,False,C,deep_stubbing,no
tga_row_mask_clear,205GFTGA,0x1411,17,lst,2,0,0,0,0,0,0,False,A,trivial_regression,no
tga_vram_advance_az,205GFTGA,0x1422,35,lst,4,0,0,0,0,0,0,False,A,trivial_regression,no
fade_concentric,205GFTGA,0x1475,122,lst,0,4,0,0,0,0,1,False,C,deep_stubbing,no
fade_h_range,205GFTGA,0x14EF,129,lst,1,4,0,0,0,0,1,False,C,deep_stubbing,no
fade_pixel_range,205GFTGA,0x1570,165,lst,2,1,0,0,0,0,1,False,C,mid_complex,no
phase_ptr_advance,205GFTGA,0x1615,32,lst,6,0,0,0,0,0,0,False,A,trivial_regression,no
fade_gradient_loop,205GFTGA,0x1635,51,lst,7,0,5,0,0,1,0,False,D,driver_or_dos,no
anim_refresh_all,205GFTGA,0x1668,58,lst,0,0,0,0,0,0,3,False,A,trivial_regression,no
wrap_scroll_si_low,205GFTGA,,18,estimated,49,0,0,0,0,0,0,False,A,trivial_regression,no
wrap_scroll_si_high,205GFTGA,,18,estimated,0,0,0,0,0,0,0,False,A,trivial_regression,no
bg_tile_blit_init,205GFTGA,0x182D,58,lst,0,2,0,0,0,0,1,False,A,trivial_regression,no
plane_word_expand,205GFTGA,0x1867,58,lst,2,0,1,0,0,0,1,False,A,trivial_regression,no
ega_fill_bit_range_wide,205GFTGA,0x1D2F,64,lst,2,0,0,0,0,0,0,False,A,trivial_regression,no
rotate_plane_pair_tga,205GFTGA,,36,estimated,0,0,0,0,0,0,1,False,A,trivial_regression,no
dither_bit_expand,205GFTGA,0x2100,34,lst,0,0,0,0,0,0,1,False,A,trivial_regression,no
nibble_pack_ax,205GFTGA,0x2122,25,lst,2,0,0,0,0,0,1,False,A,trivial_regression,no
ega_row_addr_calc,205GFTGA,0x213B,30,lst,2,0,0,0,0,0,0,False,A,trivial_regression,no
run_gfmca_main,206GFMCA,,300,estimated,0,7,0,0,0,2,3,False,C,deep_stubbing,no
sprite_state_update,206GFMCA,0x0128,82,lst,5,1,0,0,0,1,0,False,C,mid_complex,no
mca_sprite_blit,206GFMCA,0x0276,180,lst,1,0,0,0,0,0,4,False,C,mid_complex,no
sprite_slot_remove,206GFMCA,0x032A,61,lst,5,4,0,0,0,1,0,False,C,deep_stubbing,no
sprite_slot_init,206GFMCA,0x0367,72,lst,6,3,0,0,0,0,0,False,C,deep_stubbing,no
sprite_blit_dispatch,206GFMCA,0x03AF,613,lst,5,3,0,0,0,1,0,False,C,deep_stubbing,no
sprite_wide_row_render,206GFMCA,,540,estimated,5,17,0,0,0,0,0,False,D,driver_or_dos,no
step_sprite_pos_pair,206GFMCA,,81,estimated,12,3,0,0,0,0,0,False,C,deep_stubbing,no
sprite_cell_render,206GFMCA,,165,estimated,22,4,0,0,0,0,0,False,C,deep_stubbing,no
mca_sprite_blit_ex,206GFMCA,0x0614,43,lst,1,1,0,0,0,0,0,False,A,trivial_regression,no
step_mca_plane_3,206GFMCA,,36,estimated,1,2,0,0,0,0,1,False,A,trivial_regression,no
step_mca_plane_nibble,206GFMCA,,33,estimated,2,1,0,0,0,0,1,False,A,trivial_regression,no
mca_plane_copy_16rows,206GFMCA,0x0655,16,lst,1,2,0,0,0,0,1,False,A,trivial_regression,no
mca_plane_copy_4px,206GFMCA,0x0665,13,lst,2,1,0,0,0,0,1,False,A,trivial_regression,no
mca_fetch_color_lut,206GFMCA,0x0672,28,lst,2,0,0,0,0,0,0,False,A,trivial_regression,no
mca_blit_2bytes_8rows,206GFMCA,0x068E,14,lst,3,0,0,0,0,0,1,False,A,trivial_regression,no
mca_sprite_render_solid,206GFMCA,0x069C,49,lst,1,0,0,0,0,0,1,False,A,trivial_regression,no
mca_sprite_clear_cell,206GFMCA,0x06CD,8,lst,0,0,0,0,0,0,1,False,A,trivial_regression,no
sprite_get_value,206GFMCA,0x06D5,7,lst,26,0,0,0,0,0,0,False,A,trivial_regression,no
sprite_src_setup,206GFMCA,0x06DC,81,lst,28,0,0,0,0,0,0,False,C,mid_complex,no
projectile_spawn_check,206GFMCA,0x072D,114,lst,4,0,4,0,0,0,0,False,D,driver_or_dos,no
render_frame_rows,206GFMCA,,111,estimated,4,1,0,0,0,0,1,False,C,mid_complex,no
shield_state_get,206GFMCA,0x0D26,18,lst,0,0,0,0,0,0,0,False,A,trivial_regression,no
load_sprite_pos,206GFMCA,0x0DD0,47,lst,0,2,0,0,0,0,1,False,A,trivial_regression,no
frame_row_dispatcher,206GFMCA,0x0DFF,820,lst,1,2,0,0,0,3,0,False,C,mid_complex,no
restore_scroll_pixels,206GFMCA,,45,estimated,2,1,0,0,0,1,0,False,A,trivial_regression,no
scroll_buf_restore,206GFMCA,,48,estimated,1,0,0,0,0,0,2,False,A,trivial_regression,no
scroll_buf_save,206GFMCA,,48,estimated,1,0,0,0,0,0,2,False,A,trivial_regression,no
scroll_clear_cache,206GFMCA,,486,estimated,1,8,0,0,0,1,5,False,D,driver_or_dos,no
hero_sprite_col_blit,206GFMCA,,111,estimated,2,1,0,0,0,1,2,False,C,mid_complex,no
mca_tile_half_blit,206GFMCA,0x11EB,226,lst,0,4,0,0,0,0,0,False,C,deep_stubbing,no
mca_tile_half_blit_rows,206GFMCA,,156,estimated,2,4,0,0,0,0,1,False,C,deep_stubbing,no
mca_tile_half_clear,206GFMCA,0x12CD,25,lst,2,0,0,0,0,0,0,False,A,trivial_regression,no
mca_tile_addr_calc,206GFMCA,0x12E6,21,lst,4,0,0,0,0,0,0,False,A,trivial_regression,no
fade_gradient_rect,206GFMCA,0x132B,122,lst,0,4,0,0,0,0,1,False,C,deep_stubbing,no
fade_gradient_line,206GFMCA,0x13A5,99,lst,1,4,0,0,0,0,1,False,C,deep_stubbing,no
fade_horizontal_line,206GFMCA,0x1408,55,lst,2,1,0,0,0,0,1,False,A,trivial_regression,no
mca_vga_row_calc,206GFMCA,0x143F,15,lst,2,0,0,0,0,0,0,False,A,trivial_regression,no
anim_frame_wait,206GFMCA,0x144E,51,lst,1,0,5,0,0,1,0,False,D,driver_or_dos,no
fade_xor_block,206GFMCA,0x1481,48,lst,0,0,0,0,0,0,3,False,A,trivial_regression,no
wrap_scroll_si_low,206GFMCA,,18,estimated,49,0,0,0,0,0,0,False,A,trivial_regression,no
wrap_scroll_si_high,206GFMCA,,18,estimated,0,0,0,0,0,0,0,False,A,trivial_regression,no
bg_tile_blit,206GFMCA,0x1644,41,lst,0,1,0,0,0,0,1,False,A,trivial_regression,no
mca_sprite_2block_render,206GFMCA,0x166D,107,lst,1,0,2,0,0,0,2,False,C,mid_complex,no
mca_plane_4bit_scan,206GFMCA,0x18FB,27,lst,0,0,0,0,0,0,1,False,A,trivial_regression,no
mca_word_shift_4,206GFMCA,0x1ECE,34,lst,0,0,0,0,0,0,1,False,A,trivial_regression,no
mca_bit_pair_scan,206GFMCA,0x1EF0,34,lst,0,0,0,0,0,0,1,False,A,trivial_regression,no
module_init,207MOLE,,159,estimated,0,0,0,0,8,0,0,False,D,driver_or_dos,no
dispatch_decode_table_a,207MOLE,,18,estimated,0,0,0,0,0,0,0,False,A,trivial_regression,no
vga_pixel_unpack,207MOLE,,36,estimated,0,0,0,0,0,0,0,False,A,trivial_regression,no
mcga_pixel_unpack,207MOLE,,60,estimated,0,0,0,0,0,0,1,False,A,trivial_regression,no
dispatch_decode_table_b,207MOLE,,18,estimated,0,0,0,0,0,0,0,False,A,trivial_regression,no
decode_5col_blit_loop,207MOLE,,39,estimated,0,2,0,0,0,0,1,False,A,trivial_regression,no
decode_4bit_unpack,207MOLE,,45,estimated,2,0,0,0,0,0,1,False,A,trivial_regression,no
mono_scan_loop,207MOLE,,60,estimated,0,1,0,0,0,0,2,False,A,trivial_regression,no
extract_bits,207MOLE,,93,estimated,2,0,0,0,0,0,0,False,C,mid_complex,no
write_dma_port_then_pad,207MOLE,,27,estimated,0,0,0,0,1,0,0,False,D,driver_or_dos,no
run_satono_bg_main,208YMPD,,750,estimated,0,12,0,0,3,0,14,False,D,driver_or_dos,no
pixel_expand_mcga,208YMPD,,36,estimated,4,0,0,0,0,0,0,False,A,trivial_regression,no
pixel_expand_cga,208YMPD,,60,estimated,0,0,0,0,0,0,1,False,A,trivial_regression,no
rle_decode_ground_28,208YMPD,,57,estimated,2,0,0,0,0,0,0,False,A,trivial_regression,no
render_ground,208YMPD,,12,estimated,1,0,0,0,0,0,0,False,A,trivial_regression,no
copy_28b_ega,208YMPD,,21,estimated,0,0,0,0,0,0,1,False,A,trivial_regression,no
pixel_expand_cgaalt,208YMPD,,63,estimated,0,0,0,0,0,0,1,False,A,trivial_regression,no
bos_render_main,209CKPD,,171,estimated,0,7,0,0,0,1,1,False,C,deep_stubbing,no
bos_frame_dispatch,209CKPD,,12,estimated,1,0,0,0,0,0,0,False,A,trivial_regression,no
vga_row_copy,209CKPD,,21,estimated,0,0,0,0,0,0,1,False,A,trivial_regression,no
nibble_expand_8,209CKPD,,36,estimated,0,0,0,0,0,0,0,False,A,trivial_regression,no
decode_nibble_pair,209CKPD,,60,estimated,0,0,0,0,0,0,1,False,A,trivial_regression,no
sprite_rle_decode,209CKPD,,87,estimated,4,0,0,0,0,0,0,False,C,mid_complex,no
render_dispatch_layer2,209CKPD,,18,estimated,2,0,0,0,0,0,0,False,A,trivial_regression,no
nibble_expand_8_b,209CKPD,,36,estimated,0,0,0,0,0,0,0,False,A,trivial_regression,no
decode_nibble_pair_alt,209CKPD,,60,estimated,0,0,0,0,0,0,1,False,A,trivial_regression,no
run_kingp_main,210KINGP,,108,estimated,0,3,7,0,0,3,0,False,D,driver_or_dos,no
script_cmd_dispatch,210KINGP,0x0071,11,lst,1,0,0,0,0,0,0,False,A,trivial_regression,no
short_wait,210KINGP,0x0108,16,lst,0,1,0,0,0,1,0,False,A,trivial_regression,no
render_portrait,210KINGP,0x0118,46,lst,1,0,1,0,0,0,2,False,A,trivial_regression,no
render_portrait_variant,210KINGP,0x0146,44,lst,0,0,1,0,0,0,2,False,A,trivial_regression,no
face_anim_tick,210KINGP,0x0306,210,lst,1,1,3,0,0,3,3,False,D,driver_or_dos,no
select_script_branch,210KINGP,0x03EC,39,lst,1,0,0,0,0,0,0,False,A,trivial_regression,no
run_omoyp_main,211OMOYP,,261,estimated,0,1,9,0,0,3,0,False,D,driver_or_dos,no
draw_hut_banner,211OMOYP,,60,estimated,1,0,1,0,0,0,2,False,A,trivial_regression,no
run_armrp_main,212ARMRP,,177,estimated,0,4,7,0,0,5,1,False,D,driver_or_dos,no
build_mouth_bitmap_a,212ARMRP,,69,estimated,1,0,0,0,0,0,1,False,C,mid_complex,no
build_mouth_bitmap_b,212ARMRP,,69,estimated,1,0,0,0,0,0,1,False,C,mid_complex,no
shop_menu_dispatch,212ARMRP,,12,estimated,1,0,0,0,0,0,0,False,A,trivial_regression,no
install_knight_sword_hook_a,212ARMRP,,45,estimated,0,0,0,0,0,1,0,False,A,trivial_regression,no
wait_frame_delay,212ARMRP,,18,estimated,0,1,0,0,0,1,0,False,A,trivial_regression,no
install_knight_sword_hook_b,212ARMRP,,45,estimated,0,0,0,0,0,1,0,False,A,trivial_regression,no
clear_menu_rect,212ARMRP,,12,estimated,0,0,0,0,0,0,0,False,A,trivial_regression,no
shopkeeper_anim_tick,212ARMRP,,246,estimated,1,0,3,0,0,4,2,False,D,driver_or_dos,no
render_shopkeeper_frame,212ARMRP,,123,estimated,1,0,1,0,0,0,3,False,C,mid_complex,no
run_bank_main,213BANKP,,162,estimated,0,3,9,0,0,7,1,False,D,driver_or_dos,no
script_opcode_dispatch,213BANKP,,12,estimated,2,0,0,0,0,0,0,False,A,trivial_regression,no
clear_dialog_area,213BANKP,,12,estimated,0,0,0,0,0,0,0,False,A,trivial_regression,no
apply_amount_input_adjust,213BANKP,,144,estimated,0,0,0,0,0,0,0,False,C,mid_complex,no
draw_intro_12x8,213BANKP,,60,estimated,2,0,1,0,0,0,2,False,A,trivial_regression,no
anim_scroll_step,213BANKP,,48,estimated,1,0,0,0,0,1,0,False,A,trivial_regression,no
draw_banner_8x5,213BANKP,,57,estimated,1,0,1,0,0,0,2,False,A,trivial_regression,no
iter_wait_msg_list,213BANKP,,39,estimated,0,1,0,0,0,1,0,False,A,trivial_regression,no
run_church_main,214CHURP,,117,estimated,0,3,7,0,0,2,0,False,D,driver_or_dos,no
script_opcode_dispatch,214CHURP,0x0071,11,lst,2,0,0,0,0,0,0,False,A,trivial_regression,no
draw_intro_12x8,214CHURP,0x0156,37,lst,2,0,1,0,0,0,2,False,A,trivial_regression,no
anim_scroll_step,214CHURP,0x01DB,165,lst,1,1,0,0,0,2,0,False,C,mid_complex,no
anim_draw_a,214CHURP,,90,estimated,1,0,1,0,0,0,2,False,C,mid_complex,no
pick_welcome_text,214CHURP,0x028C,17,lst,1,0,0,0,0,0,0,False,A,trivial_regression,no
run_drugstore_main,215DRUGP,,141,estimated,0,3,7,0,0,4,1,False,D,driver_or_dos,no
wizard_process_loop,215DRUGP,0x0091,45,lst,1,0,0,0,0,0,1,False,A,trivial_regression,no
dispatch_shop_cmd,215DRUGP,,12,estimated,1,0,0,0,0,0,0,False,A,trivial_regression,no
pack_shop_inv_for_dialog,215DRUGP,,51,estimated,0,0,0,0,0,0,1,False,A,trivial_regression,no
clear_shop_inner_box,215DRUGP,,12,estimated,0,0,0,0,0,0,0,False,A,trivial_regression,no
draw_shop_banner,215DRUGP,,63,estimated,1,0,1,0,0,0,2,False,A,trivial_regression,no
animate_wizard_glyphs,215DRUGP,,126,estimated,1,0,1,0,0,2,2,False,C,mid_complex,no
wizard_scan_loop,215DRUGP,0x071B,61,lst,0,1,1,0,0,1,2,False,A,trivial_regression,no
run_inn_main,216INNAP,,102,estimated,0,2,6,0,0,3,0,False,D,driver_or_dos,no
draw_intro_banner,216INNAP,0x0063,22,lst,1,1,1,0,0,1,0,False,A,trivial_regression,no
inn_opcode_dispatch,216INNAP,0x0079,11,lst,1,0,0,0,0,0,0,False,A,trivial_regression,no
inn_wait_long,216INNAP,0x0163,16,lst,0,1,0,0,0,1,0,False,A,trivial_regression,no
inn_wait_short,216INNAP,0x0173,16,lst,0,1,0,0,0,1,0,False,A,trivial_regression,no
inn_anim_step,216INNAP,0x0183,43,lst,0,0,1,0,0,0,2,False,A,trivial_regression,no
draw_intro_tile_map,216INNAP,0x01AE,37,lst,1,0,1,0,0,0,2,False,A,trivial_regression,no
inn_anim_scan,216INNAP,0x0233,74,lst,2,0,2,0,0,1,2,False,C,mid_complex,no
run_kenja_main,217KENJP,,81,estimated,0,5,1,0,0,2,0,False,C,deep_stubbing,no
load_sage_chunk,217KENJP,0x005E,74,lst,1,0,4,0,0,2,0,False,D,driver_or_dos,no
kenja_cmd_dispatch,217KENJP,0x00A8,11,lst,1,0,0,0,0,0,0,False,A,trivial_regression,no
scan_blessing_attrs,217KENJP,0x01D5,44,lst,0,1,0,0,0,3,1,False,A,trivial_regression,no
check_hp_exp_tier,217KENJP,0x0232,94,lst,0,0,0,0,0,1,0,False,C,mid_complex,no
wait_frames_140,217KENJP,0x0414,16,lst,0,1,0,0,0,1,0,False,A,trivial_regression,no
log_experience_entry,217KENJP,,297,estimated,0,2,5,0,0,6,3,False,D,driver_or_dos,no
draw_char_row,217KENJP,0x052C,49,lst,1,0,2,0,0,0,1,False,A,trivial_regression,no
wait_name_input,217KENJP,,681,estimated,1,7,11,3,0,8,4,False,D,driver_or_dos,no
update_name_cursor,217KENJP,,129,estimated,4,0,2,0,0,1,0,False,C,mid_complex,no
render_name_field,217KENJP,,45,estimated,3,0,2,0,0,0,0,False,A,trivial_regression,no
clear_sage_region,217KENJP,0x0987,13,lst,0,0,0,0,0,0,0,False,A,trivial_regression,no
draw_sage_tile_grid,217KENJP,0x0994,38,lst,2,0,1,0,0,0,2,False,A,trivial_regression,no
render_glyph_32,217KENJP,0x0A1A,49,lst,2,0,1,0,0,0,2,False,A,trivial_regression,no
anim_tick,217KENJP,0x0B4B,180,lst,1,1,0,0,0,7,0,False,C,mid_complex,no
sage_intro_dispatch,217KENJP,0x0C0B,17,lst,1,0,0,0,0,0,0,False,A,trivial_regression,no
run_ending_scene_main,250ENDMO,,567,estimated,0,12,21,0,0,1,4,False,D,driver_or_dos,no
timer_wait_loop,250ENDMO,0x02F2,17,lst,15,1,0,0,0,1,0,False,A,trivial_regression,no
gfx_driver_tick_full,250ENDMO,0x0303,25,lst,1,0,4,0,0,0,0,False,D,driver_or_dos,no
render_narration_page,250ENDMO,0x031C,728,lst,7,6,11,0,0,3,0,False,D,driver_or_dos,no
measure_script_word_width,250ENDMO,0x05F4,64,lst,1,0,0,0,0,0,0,False,A,trivial_regression,no
run_credits_loop_main,250ENDMO,,357,estimated,0,8,2,0,0,5,0,False,D,driver_or_dos,no
put_credits_char,250ENDMO,,30,estimated,5,0,0,0,0,0,0,False,A,trivial_regression,no
credits_wait_tick,250ENDMO,0x0949,17,lst,1,1,0,0,0,1,0,False,A,trivial_regression,no
credits_driver_tick,250ENDMO,0x095A,15,lst,3,0,2,0,0,0,0,False,A,trivial_regression,no
rle_blit_pair,250ENDMO,0x0971,131,lst,1,1,0,0,0,0,0,False,C,mid_complex,no
rle_decode_plane,250ENDMO,,87,estimated,1,0,0,0,0,0,3,False,C,mid_complex,no
